Student ID,Name
TUCE1001,Nithya Rangaswamy
TUCE1002,Madhavi Sharma
TUCE1003,Shankar Joshi
TUCE1004,Sneha Nair
TUCE1005,Manoj Iyer
TUCE1006,Ramya Rangaswamy
TUCE1007,Naveen Nagesh
TUCE1008,Vasundhara Shetty
TUCE1009,Anu Joshi
TUCE1010,Krishna Rangaswamy
TUCE1011,Yamini Iyer
TUCE1012,Hema Pillai
TUCE1013,Lakshya Srinivas
TUCE1014,Ajay Sundaram
TUCE1015,Harini Menon
TUCE1016,Raghav Nair
TUCE1017,Jyothi Nagesh
TUCE1018,Sneha Menon
TUCE1019,Ramya Joshi
TUCE1020,Swathi Sharma
TUCE1021,Rajesh Pillai
TUCE1022,Janani Reddy
TUCE1023,Siva Nair
TUCE1024,Sneha Naidu
TUCE1025,Ramya Naidu
TUCE1026,Siva Sharma
TUCE1027,Nithya Joshi
TUCE1028,Rajesh Reddy
TUCE1029,Venkatesh Gowda
TUCE1030,Vijay Reddy
TUCE1031,Nandhini Iyer
TUCE1032,Shankar Iyer
TUCE1033,Anjali Rao
TUCE1034,Sneha Joshi
TUCE1035,Madhavi Shetty
TUCE1036,Hema Rangaswamy
TUCE1037,Bhavani Bhattacharya
TUCE1038,Pooja Nair
TUCE1039,Revathi Nagesh
TUCE1040,Shilpa Sharma
TUCE1041,Sathish Naidu
TUCE1042,Kumar Joshi
TUCE1043,Vijay Chowdary
TUCE1044,Deepak Sundaram
TUCE1045,Karthik Bhattacharya
TUCE1046,Rahul Sundaram
TUCE1047,Deepak Rangaswamy
TUCE1048,Nandhini Joshi
TUCE1049,Vijay Joshi
TUCE1050,Anil Rangaswamy
